_id,name,desc,files,admins,__v,_datatype_tags,create_date,datatype_tags,samples,uis,groupAnalysis,readme,validator,meta,validator_branch,bids,ObjectId
5ced86fe44947d8aeaa53d71,model/classifyber,a pickle object containing a dictionary of scaler[optional] and clf for each tracts,"[{'_id': '643852d4b32aa6e00a168362', 'id': 'model', 'filename': 'model.pickle', 'required': True}]",['1'],1,[],2020-09-08T15:43:02.963Z,[],[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}]",False,,,,,,
5ced859744947d8aeaa4add7,model/pytorch-weights,pytorch weights(.npz) generated by tractseg (for now),"[{'_id': '643852d4b32aa6e00a168363', 'id': 'npz', 'filename': 'weights.npz', 'required': True}, {'_id': '643852d4b32aa6e00a168364', 'id': 'hparam', 'filename': 'Hyperparameters.txt', 'required': True}]",['1'],1,[],2020-09-08T15:43:02.963Z,[],[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}]",False,,,,,,
59307a08436ee50ffd973278,neuro/3Dsurfaces,3D surface stored in .vtk(s),"[{'_id': '5e28ab182f45e2528e090063', 'id': 'surfaces', 'dirname': 'surfaces', 'required': True}]",['1'],6,"['freesurfer', 'lb_reconstructed', 'pial_wm_inflated', 'reduced']",2020-01-22T20:05:44.810Z,[],"['5e28c8de2f45e21d9b090825', '5e28c8d92f45e2cf34090808']","[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}, {'docker': False, '_id': '5bf75667e15a02914af8f669', 'ui': 'surfaces', 'name': '3D Surfaces', 'desc': 'Display 3D Surfaces (vtk) using THREE.js(WebGL)', 'avatar': 'https://brainlife.io/images/ui-logos/surfaces.png'}]",False,A list of .vtk files with any names stored inside `surfaces` directory.,,"[{'id': 'subject', 'type': 'string', 'required': True}]",,,
5ace14a0d071a1753fada7a4,neuro/AFQ,AFQ_run output,"[{'_id': '617034a7fc8eb9311f005982', 'id': 'afq', 'filename': 'afq.mat', 'required': True}]",['1'],2,[],2020-09-08T15:43:02.950Z,[],[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}]",False,,,,,,
622138875d8ab5d5f0212b05,neuro/FSLBedpostX,This datatype is specific to FSL's Bedpost. It contains the entire folder with the results of Bedpost ,"[{'id': 'bedpostx', 'dirname': 'bedpostx', 'desc': 'This is a the top-folder generated as output of BedpostX', 'required': True, '_id': '622138875d8ab5d5f0212b06'}]","['41', '123']",0,[],2022-03-03T21:52:07.712Z,"[{'datatype_tag': 'connectivity', 'desc': '', '_id': '622138875d8ab5d5f0212b07'}]",[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}, {'_id': '5bf755e5e15a02914af8f194', 'ui': 'fslview', 'name': 'FSLView', 'desc': 'An old 2d/3d brain volume viewer. Replaced by fsleyes', 'avatar': 'https://brainlife.io/images/ui-logos/fslview.png', 'docker': True}]",False,,,,,,
58d15eaee13a50849b258844,neuro/LiFE,LiFE Output (fe structure),"[{'_id': '5fdb67dc57aacd5b932f2a88', 'id': 'fe', 'filename': 'output_fe.mat', 'desc': 'FE structure', 'ext': '.mat', 'required': True}, {'_id': '5fdb67dc57aacd36f22f2a89', 'id': 'life_results', 'filename': 'life_results.json', 'required': True}, {'_id': '5fdb67dc57aacdac2e2f2a8a', 'id': 'tracts', 'dirname': 'tracts', 'required': True}]",['1'],4,"['dt_stream', 'ensemble', 'roi2roi', 'sd_prob', 'sd_stream']",2020-09-08T15:43:02.922Z,[],['5e9f09402600c45fbf94ee61'],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}, {'docker': False, '_id': '5be75568e15a02914a4badf8', 'ui': 'lifestats', 'name': 'Life Stats', 'desc': 'Display basic statistics from the LiFE output.', 'avatar': 'https://brainlife.io/images/ui-logos/lifestat.png'}, {'docker': False, '_id': '5c48ddbe12bbe55e4ac7fbbb', 'ui': 'lifeview', 'name': 'Life Tracts View', 'desc': 'Display non-0 weights tracts', 'avatar': 'https://brainlife.io/images/ui-logos/ui-lifeview.png'}]",False,"
## output_fe.mat structure

#### fe fields
```
• fe.name: [text], customized name of the structure.
• fe.type: [text], type description.
• fe.life: [1 × 1 struct], results of the LiFE method, see fe.life fields description below.
• fe.fg: [1 × 1 struct], input fiber group (connectome) information, see fe.fg fields description below.
• fe.roi: [1 × 1 struct], input fiber group (connectome) information, see fe.roi fields description below.
• fe.path: [1 × 1 struct], paths to input data (connectome, dMRI data, etc.).
• fe.rep: [1×1 struct], dMRI data for a repeated measurement if available. 
```

#### fe.life fields
```
• fe.life.M.Phi: [Na × Nv × Nf sptensor], sparse array Φ encoding the connectome.
• fe.life.M.Nphi: Discretization number in azimuth, default = 360.
• fe.life.M.Ntheta: Discretization number in elevation, default = 360.
• fe.life.M.orient: [3 × Na double], matrix containing in its columns the orientations for each Dictionary element.
• fe.life.M.DictSig: [Nθ × Na double], Dictionary matrix containing in its columns the canonical diffusion kernel (demeaned) at different orienta- tions.
• fe.life.xform.img2acpc: [4 × 4 double], Image to ACPC affine trans- form.
• fe.life.xform.acpc2img: [4 × 4 double], ACPC to image affine trans- form.
• fe.life.fibers: not used.
• fe.life.diffusion_signal_img: [Nv × Nθ double], dMRI data.
• fe.life.diffusion_S0_img: [Nv × 10 double], diffusion signal measured at b = 0 (ten times). Usually, we compute S0(v) by averaging over the ten available values.
• fe.life.bvecs: [Nθ × 3 double], each row indicates the gradient 3D di- rection.
• fe.life.bvals: [Nθ × 1 double], each row indicates the used b-value for each gradient.
• fe.life.bvecsindices: [Nθ × 1 int], indices for measurements with non- zero b-value.
• fe.life.imagedim: [Nx , Ny , Nz , Nm ], size of the input 4D dMRI dataset where (Nx,Ny,Nz) are the the sizes in each coordinate, x, y and z, respec- tivelly; and Nm correspond to the number of measurements with b = 0 and b ̸= 0.
• fe.life.voxel2FNpair: not used.
• fe.life.modelTensor: [λ1 , λ2 , λ3 ], parameters of the Diffusion Tensor (DT) model used to generate the Dictionary of diffusion kernels.
• fe.life.fit: this field contains the results of applying the LiFE method, see description below.
```

#### fe.life.fit fields
```
• fe.life.fit.randState: saved by the optimization algorithm.
• fe.life.fit.results: saved by the optimization algorithm.
• fe.life.fit.weights: [Nf × 1 double], fascicles weights obtained as a result of the optimization.
• fe.life.fit.params.fitMethod: [text], name of used optimization method, default is “bbnls”.
```

#### fe.fg fields
```
• fe.fg.name: [text], name of Fiber Group (connectome).
• fe.fg.colorRgb: [R, G, B], color specification for visualization.
• fe.fg.thickness: [double], thickness specificattion for visualization.
• fe.fg.visible: [binary], parameter for visualization.
• fe.fg.seeds: Seeds used by MRTRIX software to generate the connectome.
• fe.fg.seedRadius: MRTRIX parameter.
• fe.fg.seedVoxelOffsets: MRTRIX parameter.
• fe.fg.params: additional MRTRIX parameters.
• fe.fg.fibers: {Nf ×1 cell}, set of fascicles (streamlines), generated with a tractography algorithm. Each cell contains the x,y,z coordinates a list of 3D points describing the trajectory of a single fascicle.
```

#### fe.roi fields
```
• fe.roi.name: [text], name of ROI.
• fe.roi.color: [R, G, B], color specification for visualization.
• fe.roi.coords: [Nv ×3 double], voxel coordinates, each row specifies the spatial location of a single voxel.
• fe.roi.visible: [binary], parameter for visualization.
• fe.roi.mesh: not used.
• fe.roi.dirty: parameter for visualization
• fe.roi.query_id: not used.
```

",,,,"{'_id': '5fdb678157aacd23302f2a86', 'maps': [{'_id': '5fdb67dc57aacda2872f2a8b', 'src': 'output_fe.mat', 'dest': 'life.mat'}, {'_id': '5fdb67dc57aacdad132f2a8c', 'src': '_meta_', 'dest': 'life.json'}], 'derivatives': 'dwi'}",
61151f8ca5a04c1ad3f9a2d1,neuro/SNR_and_dMRI_stats,Edit me,"[{'id': 'tbd', 'filename': 'some.csv', 'desc': '', 'required': True, '_id': '629e34907f60950a54d26869'}]","['1', '56']",8,[],2021-08-12T13:18:04.592Z,[],[],"[{'_id': '5e56db217ba4a359997127ce', 'ui': 'html', 'name': 'HTML Viewer', 'desc': 'Show HTML contents', 'avatar': 'https://brainlife.io/images/ui-logos/html.png', 'docker': True}]",False,,,,,,
62b03ee2ab3e66978064ed79,neuro/anat/T2starw,"""In arbitrary units (arbitrary). The contrast of these images is mainly determined by spatial variations in the (observed) transverse relaxation time of the imaged specimen. In spin-echo sequences, this effect is negated as the excitation is followed by an inversion pulse. The contrast of gradient-echo images natively depends on T2-star effects. However, for T2-star variation to dominate the image contrast, gradient-echo acquisitions are carried out at long repetition and echo times, and at small flip angles."" - From BIDS - MRI (https://bids-specification.readthedocs.io/en/stable/04-modality-specific-files/01-magnetic-resonance-imaging-data.html)","[{'id': 't2starw-mag', 'filename': 't2star-mag.nii.gz', 'desc': '', 'required': True, '_id': '62b03ee2ab3e66978064ed7a'}, {'id': 't2starw-phase', 'filename': 't2starw-phase.nii.gz', 'desc': '', 'required': True, '_id': '62b07377ab3e669780650237'}]","['1', '2109']",1,[],2022-06-20T09:33:22.297Z,[],[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}]",False,"""In arbitrary units (arbitrary). The contrast of these images is mainly determined by spatial variations in the (observed) transverse relaxation time of the imaged specimen. In spin-echo sequences, this effect is negated as the excitation is followed by an inversion pulse. The contrast of gradient-echo images natively depends on T2-star effects. However, for T2-star variation to dominate the image contrast, gradient-echo acquisitions are carried out at long repetition and echo times, and at small flip angles."" - From [BIDS - MRI](https://bids-specification.readthedocs.io/en/stable/04-modality-specific-files/01-magnetic-resonance-imaging-data.html)",,,,,
5d9cf81c0eed545f51bf75df,neuro/anat/flair,"Fluid Attenuated Inversion Recovery (flair). The Flair sequence is similar to a T2-weighted image except that the TE and TR times are very long. By doing so, abnormalities remain bright but normal CSF fluid is attenuated and made dark. This sequence is very sensitive to pathology and makes the differentiation between CSF and an abnormality much easier.","[{'_id': '5e9611ed6365e94522471b90', 'id': 'flair', 'filename': 'flair.nii.gz', 'desc': 'The flair iamge', 'required': True}]",['1'],4,[],2020-04-14T19:41:33.707Z,[],[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}, {'docker': False, '_id': '5bf755c8e15a02914af8f084', 'ui': 'volumeviewer', 'name': 'Volume Viewer', 'desc': 'Web-based visualization tools for neurological data.', 'avatar': 'https://brainlife.io/images/ui-logos/ui-volumeviewer.png'}, {'_id': '5bf755f4e15a02914af8f22b', 'ui': 'fsleyes', 'name': 'FSLeyes', 'desc': 'A 2d/3d brain volume viewer.', 'avatar': 'https://brainlife.io/images/ui-logos/fsleyes.png', 'docker': True}, {'docker': False, '_id': '60da96878c1f96ddd4318b19', 'ui': 'papaya', 'name': 'Papaya Viewer', 'desc': 'A pure JavaScript medical research image viewer.', 'avatar': 'https://raw.github.com/rii-mango/Papaya/master/docs/images/splash1.png'}]",False,,brainlife/validator-neuro-anat,,,,
60634f0de4a8347569337f97,neuro/anat/mp2rage,(experimental) tentative data format for MP2RAGE in brainlife. Modeling after https://bids-specification.readthedocs.io/en/stable/99-appendices/11-qmri.html#inputs-are-file-collections,"[{'_id': '60634f0de4a834ae1e337f98', 'id': 'mag_inv1', 'desc': '', 'required': True, 'filename': 'mag.inv1.nii.gz'}, {'_id': '60634f0de4a8345998337f99', 'id': 'phase_inv1', 'desc': '', 'required': False, 'filename': 'phase.inv1.nii.gz'}, {'_id': '606351b1e4a834e8f13384e9', 'id': 'mag_inv2', 'desc': '', 'required': True, 'filename': 'mag.inv2.nii.gz'}, {'_id': '606351b1e4a83485e13384ea', 'id': 'phase_inv2', 'desc': '', 'required': False, 'filename': 'phase.inv2.nii.gz'}, {'_id': '606351b1e4a83446df3384eb', 'id': 'unit1', 'desc': '', 'required': False, 'filename': 'unit1.nii.gz'}, {'_id': '606f8368c7f80abee9955927', 'id': 'mag_inv1_json', 'desc': '', 'required': False, 'filename': 'mag.inv1.json'}, {'_id': '606f83e0c7f80a5a10955952', 'id': 'phase_inv1_json', 'desc': '', 'required': False, 'filename': 'phase.inv1.json'}, {'_id': '606f83e0c7f80a64df955953', 'id': 'mag_inv2_json', 'desc': '', 'required': False, 'filename': 'mag.inv2.json'}, {'_id': '606f83e0c7f80a46df955954', 'id': 'phase_inv2_json', 'desc': '', 'required': False, 'filename': 'phase.inv2.json'}, {'_id': '606f83e0c7f80ac515955955', 'id': 'unit1_json', 'desc': '(stored in bids derivatives)', 'required': False, 'filename': 'unit1.json'}]","['156', '1', '126']",10,"['acpc_aligned', 'denoised']",2021-03-30T16:17:17.079Z,[],[],"[{'docker': False, '_id': '5be75b31e15a02914a4be8f0', 'ui': 'raw', 'name': 'File Viewer', 'desc': ""Browse / download files via Brain-Life's File Browser"", 'avatar': 'https://brainlife.io/images/ui-logos/raw.png'}]",False,"I am not sure how we should import UNI images

There is a bit of information here
> https://bids-specification.readthedocs.io/en/stable/99-appendices/11-qmri.html#unit1-images

But Sophis says there is no inv- for UNI images although BIDS schema requires it.. ",,,,,
